incident_id,latitude,longitude
972570,40.3339589,-79.2997573
935147,37.8044557,-122.2713563
225046,29.4246002,-98.4951405
102368,37.5455191,-77.4234124
96780,38.5915023,-75.2913018
97209,41.2587317,-95.9378732
339227,47.6571709823431,-117.382424083511
671396,41.8755616,-87.6244212
98216,43.0947525,-75.221878
98261,41.9605716226415,-87.9370265283019
283248,41.8755616,-87.6244212
102854,29.8502657,-90.1293894
1000666,35.0918519,-78.877434
105496,40.7469593,-73.8601456
107017,25.9140256,-97.4890856
107954,39.7683331,-86.1583502
164024,38.905533,-90.168018
108598,37.7636304,-122.1743904
109423,37.8044557,-122.2713563
353797,27.6965155,-97.3335896123105
118616,35.5181575,-83.0976419
112246,43.0607768888889,-83.7280713333333
805960,41.1670412,-73.2048348
112597,34.0536834,-118.2427669
114977,29.6185669,-95.5377215
114983,39.2908816,-76.610759
115811,40.1823685,-87.6298384
116456,40.735657,-74.1723667
116507,37.2518164,-113.2853988
116916,33.8347516,-117.911732
117301,34.1669557741935,-118.537612774194
627538,31.7600372,-106.487287
935212,37.807469,-122.299092
118825,29.9499323,-90.0701156
121747,32.7762719,-96.7968559
124022,48.1810957,-122.1389548
123671,42.2045965,-72.6155062
124337,41.7575288,-87.558158751217
699323,41.8755616,-87.6244212
125229,40.6447012,-73.9582635254006
125774,37.8100186920217,-122.298554613098
127192,40.217671,-74.738048
128243,29.4595665,-98.6391647
128374,37.8044557,-122.2713563
128876,33.5778631,-101.8551665
129020,36.3302284,-119.2920585
129440,44.2092062894918,-72.5145961883576
129180,41.892307,-87.750775
315487,39.7936554975685,-84.8714534585758
132567,40.0064162,-81.9984697
133300,41.7678602,-87.6266106
134632,26.6845104,-80.6675577
136962,40.4416941,-79.9900861
790058,20.876959,-156.476736
137300,32.8547837727273,-80.0392954545455
139672,30.3321838,-81.655651
574228,43.201126,-86.238946
141856,40.201499,-77.1890783
143672,39.830045,-86.110205
144385,36.8462923,-76.2929252
146865,33.2417245,-87.5465203
150860,40.2170575,-74.7429463
147621,39.838771,-84.878847
147845,38.6244952,-90.1509429
793556,42.8887756,-78.8722826
149309,32.3719553170732,-86.2952309268293
148931,38.2542376,-85.759407
152471,30.2224284,-92.657085
156226,37.8044557,-122.2713563
152405,40.7987113,-74.2390353
163017,43.2341813,-86.2483921
171696,41.368251,-82.1065757
212042,38.9690922,-76.9496066222771
157188,35.6055887,-88.852119
570586,29.9146493,-90.0539604
158642,30.342178,-81.675575
158870,31.7600372,-106.487287
168581,43.0171773,-83.7236024
169109,40.2663107,-76.8861122
164258,43.1413578,-95.1444393
169497,41.3082138,-72.9250518
170870,26.4683240518868,-97.7683030731132
171872,38.018868,-121.9430234
186369,47.1849009,-122.2921406
175337,36.1662859,-115.149225
910958,35.1321878,-118.4489739
718636,44.811349,-91.4984941
805148,35.7803977,-78.6390989
189520,41.7571701,-88.3147539
183633,41.9337019,-72.7998721
184953,30.418538,-91.159311
868382,39.9259345,-77.7485516
184592,42.556563,-83.8537231751758
187570,30.2606146,-97.7528851510071
185761,41.8755616,-87.6244212
187343,30.0860459,-94.1018461
188678,41.8755616,-87.6244212
189999,41.4759224,-75.1821189
192426,29.9185432,-91.0533996
789991,29.9499323,-90.0701156
191505,40.9167654,-74.171811
195244,39.006165,-85.6235796
196689,40.4864553,-79.4514299
197841,39.0992752,-76.8483061
199762,36.5277607,-87.3588703
934622,43.207178,-71.537476
203807,41.5051613,-81.6934446
208613,35.5992472299942,-87.057966477666
209158,29.4246002,-98.4951405
210097,41.839027,-71.421013
210217,39.7343037,-90.2288356
210750,40.4416941,-79.9900861
210993,41.8755616,-87.6244212
214696,37.761942,-122.188256
214177,30.1668828,-96.3977442
214694,37.8044557,-122.2713563
217574,40.0424003265306,-76.2947438163265
895577,34.0536834,-118.2427669
667320,41.6397857,-87.4548466
218128,29.4246002,-98.4951405
219379,39.9448402,-75.1198911
221033,39.1106375,-76.5506967542792
221445,29.4246002,-98.4951405
294682,35.6869996,-105.9377997
222155,41.8705608102447,-80.1324498462011
223165,26.6244321871325,-81.9407889342877
500292,42.9711096,-76.1408962
223918,39.7473400204082,-104.877743367347
223720,35.2270869,-80.8431268
225097,41.0321808,-87.1066598
225237,33.001949,-105.868604
225837,35.1490215,-90.0516285
248869,37.2738215,-79.9602021478478
259676,41.5263603,-88.0840212
260742,41.8755616,-87.6244212
261953,41.9287812,-74.0023702
263061,39.9622601,-83.0007065
264734,33.8170974,-81.1009286
263366,42.5187523061224,-92.3412905306122
805153,38.625806,-81.747001
265138,41.8755616,-87.6244212
264794,29.4246002,-98.4951405
265657,40.5664878,-111.838904
265442,35.1490215,-90.0516285
266688,41.6025942390455,-87.2703775305198
935222,41.8720292005164,-90.1770372907195
267326,44.081176,-103.228006
266852,41.751897,-72.6627656
267699,42.291435,-71.805609
268644,41.9575285,-88.0809036
269935,30.2385294,-90.9200987
269104,36.2361967,-93.0938712
268948,29.4246002,-98.4951405
268816,41.8755616,-87.6244212
268872,29.031544,-82.2326066
271357,29.9765931,-90.4089708
270534,41.6786754,-83.5127283
272346,40.7967244,-81.5215093
273316,37.7661932099324,-122.177812851537
310066,42.077565,-78.4297419
272284,43.0263112653061,-76.1484423469388
272962,40.6014555,-79.7597709
272869,42.9725538,-90.4321122
273784,41.8755616,-87.6244212
274735,46.3580221,-94.2008288
274189,35.8789231,-97.4252772
274861,39.729432,-104.8319196
274771,35.540471,-100.976083
275778,42.9946899393939,-83.647844050505
277864,33.1076932367132,-92.351903704685
277073,31.7600372,-106.487287
276676,39.37553,-74.538927
278678,29.974561,-95.4212009
278994,36.7183708,-76.2466798
278594,40.399178,-74.3409035740521
280853,30.6879749,-92.2715157
278744,33.509135232672,-111.891659910545
279544,44.8563523,-93.3299167275464
282251,42.943131,-78.820174
279467,32.3665322,-96.1008056
279706,37.5867012162162,-122.060489027027
279888,35.7478769,-95.3696909
280264,29.3518140839411,-98.4425605464845
280525,36.7295295,-119.708861260756
280498,30.0860459,-94.1018461
283866,31.1778312,-105.3576272
282907,26.1510761,-80.1786868
285391,29.9499323,-90.0701156
285400,29.9499323,-90.0701156
285273,29.5571378,-95.8120859
285142,37.9577016,-121.2907796
285872,32.753177,-97.3327459
287793,34.2257282,-77.9447107
915516,45.4649805,-98.487813
607296,40.032089,-76.5016402
291659,43.037120650229,-77.5203046793727
291448,37.0712818,-77.6480714
291803,46.2306739,-119.0921006
292506,36.0998131,-80.2440518
292879,41.8879298571429,-71.3903747142857
292661,39.9261467826087,-82.8735624782609
292799,29.9499323,-90.0701156
292957,45.9898823,-112.5185977
771589,31.311248,-92.4449087
723238,44.0500054,-91.6392294
294530,30.5217116,-97.827833
295114,40.4531685,-79.8911097
294654,38.4117919705882,-81.4838135735294
295022,41.4282971020408,-85.7514833673469
510145,33.5778631,-101.8551665
296238,38.4404675,-122.7144314
296553,28.8117179,-81.2680328
808602,41.237557,-80.818417
298768,42.394145,-88.159108
727424,42.0568108,-92.5433918
300635,30.6301889,-90.1873048
301038,38.9722583,-76.573454
301442,26.6821048896746,-82.1336937114579
300860,34.1083449,-117.2897652
757022,29.5260886,-98.4714638
304654,33.9699282,-117.5646092
305550,29.4246002,-98.4951405
306363,39.9524152,-75.1635755
306115,33.7490987,-84.3901849
306402,39.7683331,-86.1583502
307915,30.3410162802878,-95.0717052054172
809561,36.1556805,-95.9929113
308750,27.4467056,-80.3256056
309488,40.628065,-97.713937
311440,37.7781702,-81.1881557
311049,36.1622296,-86.7743531
312363,41.23851065,-75.8645078255764
741974,29.7857853,-95.8243956
313236,41.2155558,-73.1998775
313730,41.2552213,-76.9128928
313607,42.58485235,-82.9348244746099
741983,29.6657838,-95.0193729
315814,42.284732,-71.762257
315467,29.9499323,-90.0701156
315738,33.6937437,-78.8942455
315436,42.2713945,-89.093966
315606,48.4200462,-122.32642
317295,40.3429683,-76.4233816
317846,38.4041570816327,-96.189217122449
318951,41.5051613,-81.6934446
317989,39.1014537,-84.5124602
319303,41.5236436,-90.5776368
318320,37.8041334,-122.2702862
318758,29.8782876060606,-90.049833
319724,42.7948106,-73.9490621
320360,29.4246002,-98.4951405
321887,41.5051613,-81.6934446
323665,43.0171773,-83.7236024
325347,42.2545324505184,-85.1955697554681
325814,41.5051613,-81.6934446
773819,33.6956461,-78.8900409
328253,30.001852,-90.1767149159888
329872,45.5202471,-122.6741949
330111,29.7678083,-95.8255186
330688,43.833536,-72.634048
331628,41.6021292,-87.3371372
331671,37.8044557,-122.2713563
332576,27.5199841,-99.4953764
333215,42.9144355,-83.750410182675
937364,37.6390972,-120.9968782
877607,39.2806451,-80.3445341
337762,32.753177,-97.3327459
334370,34.2257282,-77.9447107
335551,41.5111276,-87.3325238
335202,40.03813,-76.3056686
338242,36.8354258,-76.2982742
338938,37.7274692,-89.216655
337521,43.0171773,-83.7236024
338442,47.2289651836735,-122.488622571429
339188,41.8755616,-87.6244212
339795,40.335221,-79.8330703
341617,38.8740658,-121.1332806
340649,33.5778631,-101.8551665
689765,45.216675,-85.013942
342048,35.3738712,-119.0194639
343341,37.5200121215614,-77.8127941480927
344620,39.9173573,-75.2647203
345944,27.5199841,-99.4953764
346109,36.8462923,-76.2929252
808497,30.0071735,-91.8136514379643
921406,37.8689715714286,-109.342822163265
348099,41.7708563,-76.4161198
348401,35.1490215,-90.0516285
766056,29.7957633,-90.822871
350389,29.92423055,-90.0397193840888
351585,40.907604,-73.831745
468063,47.24967,-122.4643
760840,40.7168308,-74.2174551
697498,38.284598,-85.685627
351228,33.9137085,-98.4933873
352426,40.385549,-105.04436132095
353464,41.4592226086956,-81.7484302608696
946395,42.1014831,-72.589811
713015,40.2663107,-76.8861122
784143,34.0007493,-81.0343313
357480,45.568192,-94.137121
355052,39.9298692,-75.2691402
626927,33.0890094,-96.8863922
359176,29.2263504,-98.6577985
357711,43.0171773,-83.7236024
361310,36.0627169,-95.8803001
361182,41.5051613,-81.6934446
364918,35.4729886,-97.5170536
363181,42.2011538,-85.5800022
365467,34.6981064,-118.1366153
588911,42.1294712,-80.0852695
365064,45.5202471,-122.6741949
707537,41.5236436,-90.5776368
828107,42.8867166,-78.8783922
817164,41.4086874,-75.6621294
751184,35.3620235,-86.2094342
367780,39.7683331,-86.1583502
368061,38.3478943,-81.6315652
775310,31.311248,-92.4449087
621488,29.8797928,-98.7247039
368684,35.1490215,-90.0516285
368524,41.453856,-81.697227
369485,36.1556805,-95.9929113
370714,31.5343308,-97.44307
372214,44.9391565,-123.033121
371807,34.1476452,-118.1444779
371781,39.9622601,-83.0007065
372621,32.63328005,-97.345293883775
449600,42.1294712,-80.0852695
418209,43.2341813,-86.2483921
374342,39.7004908645938,-105.046166935806
373809,30.7235263,-95.5507771
373874,40.1164205,-88.2433829
373560,45.1078074,-91.4906419
375141,40.6849066206897,-89.6186901896552
374844,32.7762719,-96.7968559
375450,32.488521,-93.786677
578269,24.6761173,-81.3897698
376738,33.5091215,-111.8992365
376384,41.8755616,-87.6244212
379879,41.7571701,-88.3147539
385753,40.3906282,-80.0221269
377824,29.9499323,-90.0701156
377849,39.7683331,-86.1583502
765969,42.210668,-72.620448
380272,42.0334326,-71.2189405
382908,31.4727726,-100.4467627
382548,37.3341848,-121.8482955
481445,42.9261448367347,-85.6667021428571
676960,41.2464824,-75.8817316
622918,39.7894585,-89.6308649
384225,42.3191750959622,-122.890008953999
385035,39.924592,-82.903737
387742,40.125222,-87.6304614
387649,30.2711286,-97.7436995
387474,40.4167022,-86.8752869
388976,41.1689421,-82.2179354
388580,32.5221828,-93.7651944
391954,41.2904844081633,-95.9425986326531
390266,41.083064,-81.518485
681454,44.7954497,-106.9540218
389717,37.4992700433205,-77.5380281646804
391993,31.1171441,-97.727796
390339,39.9622601,-83.0007065
391952,41.304496,-95.9780308
390191,30.605427,-87.344442
390405,38.9130342,-75.4280735
391868,41.6786754,-83.5127283
393421,37.6774238,-113.0618277
393862,37.3987522,-121.8911524
709738,35.0841034,-106.6509851
394823,41.7689878,-72.4334173
395658,42.4922712418906,-92.3526635062718
397463,41.6021292,-87.3371372
396236,43.0692746,-76.1072374619327
397411,44.3131623142804,-89.7524138189273
397547,40.6938609,-89.5891008
418489,29.4246002,-98.4951405
397814,38.9542487,-119.7656174
400298,36.1662859,-115.149225
398865,42.1179899038123,-80.0573294421564
400530,42.5704219,-114.4603171
399468,40.6874725,-111.8527686
402166,30.3027042,-93.1907097
399492,41.6397857,-87.4548466
400698,36.1622296,-86.7743531
400243,30.2265949,-93.2173759
739344,43.0349931,-87.922497
706767,41.237557,-80.818417
403406,39.1278864,-76.6869128
916437,34.7151939,-81.6237462
402545,29.7182635306122,-95.3580984489796
403483,29.700017,-95.3797115
607252,37.4820511,-109.2313289
405131,42.093272,-72.565716
403537,41.6789932,-88.3550216
404173,43.201126,-86.238946
405632,38.3172715,-88.9031201
417719,40.7944504,-77.8616386
413913,31.4648357,-100.4398442
410418,32.3974806,-99.4985519
492756,41.0119522,-76.0163202
1066427,27.4467056,-80.3256056
405666,40.459336,-80.005492
408611,43.0171773,-83.7236024
405838,36.3933851,-87.3872317
734129,42.1014831,-72.589811
782036,32.479293,-80.973501
407966,38.2544472,-104.609141
408556,32.7986091,-96.8053776
931109,36.7295295,-119.708861260756
408509,39.7392364,-104.9848623
408520,41.9758872,-91.6704053
443000,29.286868,-98.6482144
411879,60.330143,-151.236631190832
410323,32.8295183,-96.9442177
411282,31.790092,-106.394374
414284,29.9499323,-90.0701156
412700,27.4528662845859,-80.3419562203807
412512,39.3113257,-94.922759
709736,35.0841034,-106.6509851
414214,41.6556465,-74.6893282
413883,41.1965067,-111.984784
413252,29.10162805,-81.0105961760805
413710,39.8286897,-84.8898521
414561,41.8755616,-87.6244212
826517,39.3113257,-94.922759
877012,34.2283203,-118.5355426
416217,42.2713945,-89.093966
416325,39.0924792,-94.4137923
416763,38.5815719,-121.4943996
417518,39.1014537,-84.5124602
417630,39.9547861,-82.8121191
418405,39.973772,-75.224189
418108,39.7683331,-86.1583502
418856,31.7070026,-98.9831022
417374,42.5314903,-83.0292277
419345,41.8755616,-87.6244212
419209,36.1556805,-95.9929113
420388,35.1490215,-90.0516285
420776,39.8322888906167,-84.1216302738501
420944,39.1670396,-86.5342881
421219,31.8390826,-95.1791849
421996,32.8393633,-97.2319253
424326,46.247869,-119.102446
424278,41.6345181764706,-83.5573898235294
423708,41.5051613,-81.6934446
426182,27.3364347,-82.5306527
425522,39.7683331,-86.1583502
428593,33.5206824,-86.8024326
426092,47.8278656,-122.3053932
426435,42.3192548,-85.1824269
427745,42.24642246875,-85.72581596875
426509,29.724583,-95.36261
427070,36.0726355,-79.7919754
430205,38.7805607,-95.5572026
428685,41.0465232550955,-73.5503025917272
438973,41.2607174,-75.861237
428413,42.298375,-85.2111035
428824,29.4246002,-98.4951405
439438,38.9786401,-76.492786
432067,40.3876608,-86.8497303
429400,42.4894801,-83.1446485
706786,41.046905,-80.6158477755102
430765,38.7770896,-90.2788316573546
768225,29.5180081,-98.3161241
706792,41.102498,-80.729802
560495,41.2493292,-77.0027671
706790,41.046905,-80.6158477755102
436812,45.7891547655764,-108.504097306648
432413,41.8755616,-87.6244212
432459,42.03726,-88.2810994
432716,42.331357,-83.0521509
433594,43.4200387,-83.9490365
434357,39.4667025,-87.4139119
434110,47.183102,-122.4837337
435498,36.11072795,-86.7064011175822
706806,41.237557,-80.818417
436224,29.50553925,-98.3802940317152
437209,60.5369544,-150.7789079
435716,41.7464972,-74.0844894
437081,35.1136838,-85.1380092
706811,41.255966,-80.862105
437769,43.61656,-116.200835
438956,37.9461438,-93.401034
437863,31.103623,-97.9468500552542
438903,39.9242266,-83.8088172
712005,29.9499323,-90.0701156
439684,39.7851522891148,-104.905345739153
441303,33.5287189,-101.2381829
877462,44.0265525,-116.9629378
440001,34.2264641,-77.9382244
440139,41.80077985,-87.6917258793338
440171,39.7683331,-86.1583502
825937,39.2820223,-80.3789878
441353,41.0543674,-73.5550282
442801,45.87076,-112.097494
443515,40.4650357,-87.8964219
628183,42.7734163,-72.3831422
671258,32.5221828,-93.7651944
444285,36.1662859,-115.149225
443671,39.8238774285714,-86.1593021020408
720425,42.8867166,-78.8783922
444253,41.083064,-81.518485
919633,37.8024603,-81.9284776
445027,27.6024861531894,-99.4530904941874
444655,40.4416941,-79.9900861
446245,42.1014831,-72.589811
445612,33.0042454,-80.1279264
446345,48.2931559,-122.6432245
706720,47.3351803,-116.8885094
446652,39.2908816,-76.610759
661486,39.9356016,-91.4098727
707014,32.35218735,-96.1049436895243
854347,40.4417682,-75.3415667
706815,41.237557,-80.818417
447959,41.7500323,-87.8042216
448814,31.3386242,-94.7288558
448419,31.8354447,-95.8388504
447913,39.100105,-94.5781416
449697,41.0972544,-88.2506114
450339,35.748698,-95.400448
449331,47.3585212,-122.1383733
450588,41.5051613,-81.6934446
461920,29.9499323,-90.0701156
453456,35.0456297,-85.3096801
452511,40.604538,-111.8514
706820,41.102498,-80.729802
706818,41.046905,-80.6158477755102
706822,41.102498,-80.729802
466932,64.8356464,-147.8820064
453607,41.8755616,-87.6244212
706827,41.1035786,-80.6520161
454525,40.2663107,-76.8861122
454720,37.9747645,-87.5558483
455215,41.4143141818182,-81.732984
455478,31.7600372,-106.487287
898036,34.2998762,-79.8761741
805150,35.6438394,-108.1515609
525443,41.1421905,-87.8613221
457546,39.3691024227171,-83.1676933127039
459247,47.2449136,-122.384522629792
459701,41.8755616,-87.6244212
706831,41.1035786,-80.6520161
537815,43.4935245,-112.0400919
460521,38.378937,-88.3597684
459908,42.102036,-89.837045
461034,29.8826436,-97.9405828
461763,47.6038321,-122.3300624
461415,43.0171773,-83.7236024
707663,41.102498,-80.729802
462920,40.4422759,-79.8930766
495583,29.8993723,-90.1003506
464242,40.9899046,-75.182834281695
465663,47.6038321,-122.3300624
466444,33.0966193,-80.3152808
465534,39.9622601,-83.0007065
470175,36.1662859,-115.149225
466231,38.6268039,-90.1994097
471103,41.9757598,-111.8563372
466501,38.8950092,-77.0365625
468257,30.3668182593541,-95.0940793440633
468958,38.7014389,-90.1487199
467475,41.6786754,-83.5127283
508070,32.3512601,-95.3010624
468118,42.8142432,-73.9395687
468778,40.1164205,-88.2433829
472837,42.5238915510204,-92.3657841020408
469761,41.659731804878,-83.530281097561
474356,41.9355241,-72.4807374
471256,35.1490215,-90.0516285
547764,42.4056602,-82.9970057
472144,37.5385087,-77.43428
473247,43.6176584,-116.9337599
473695,42.4502088230962,-82.9336036436994
473496,40.2663107,-76.8861122
472694,40.4430521,-83.7414465
477164,35.2270869,-80.8431268
477175,35.2849659,-81.179014
761965,36.9289518,-93.9277149
475982,29.2132406514323,-81.0294510113206
476230,36.1662859,-115.149225
479047,45.6898393,-122.4450941
477424,42.2710490645085,-85.6555607417313
477487,38.8452135618018,-104.758902316427
478757,32.2354051,-100.4503798
477794,32.2354051,-100.4503798
478063,43.5499749,-96.700327
477986,42.2737593097439,-89.1066628851333
480678,37.8177927370184,-88.5026461562511
478200,35.2270869,-80.8431268
477999,39.9356016,-91.4098727
481498,35.4729886,-97.5170536
478564,39.9622601,-83.0007065
479192,33.894927,-118.226624
480091,36.3134398,-82.3534728
482755,29.4149891111111,-98.5613222222222
481625,33.6432488,-105.8777246
480784,37.7742152,-87.1133304
482532,43.6408741428571,-112.017444857143
481913,40.7884915,-81.398174
482400,43.038668,-78.8642034
484127,46.1998625,-122.6931507
482391,39.6978871,-76.0627266
483381,36.8462923,-76.2929252
483625,39.112726,-84.662088
484944,39.7392364,-104.9848623
484199,37.4682120541705,-77.5219508311773
483049,40.3931433,-77.0325751
483227,29.6519396,-82.3249961
482972,41.083064,-81.518485
484784,41.6021292,-87.3371372
484645,37.5455191,-77.4234124
484788,35.8365451,-83.5589405
485711,39.1278864,-76.6869128
685201,29.4246002,-98.4951405
486895,39.1666305,-81.0474662
487603,34.239054,-118.478622
487761,47.1714085,-122.5164
487157,61.2170817,-149.8897613
490459,41.6021292,-87.3371372
488712,30.6902210357143,-88.1914821071429
